age,job,marital,education,default,housing,loan,contact,month,day_of_week,campaign,pdays,previous,poutcome,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed,y,education_ordered,age_bins
46,admin.,married,high.school,unknown,yes,no,0.0,jun,mon,6.0,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0,high.school,"(45, 55]"
54,technician,divorced,high.school,no,no,no,1.0,aug,mon,4.0,999,0,nonexistent,1.4,93.444,-36.1,4.97,5228.1,0,high.school,"(45, 55]"
31,admin.,single,university.degree,no,yes,no,1.0,apr,mon,3.0,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,0,university.degree,"(25, 35]"
26,student,single,basic.9y,no,no,yes,1.0,mar,mon,4.0,999,0,nonexistent,-1.8,92.843,-50.0,1.811,5099.1,0,basic.9y,"(25, 35]"
55,blue-collar,married,basic.4y,no,yes,no,1.0,aug,mon,1.0,999,0,nonexistent,1.4,93.444,-36.1,4.97,5228.1,0,basic.4y,"(45, 55]"
33,technician,married,professional.course,no,no,yes,1.0,apr,fri,1.0,999,1,failure,-1.8,93.075,-47.1,1.405,5099.1,1,professional.course,"(25, 35]"
30,services,single,high.school,no,yes,no,1.0,jul,fri,2.0,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0,high.school,"(25, 35]"
36,services,married,high.school,no,no,no,0.0,jul,wed,2.0,999,0,nonexistent,-1.7,94.215,-40.3,0.802,4991.6,1,high.school,"(35, 45]"
30,blue-collar,single,high.school,no,yes,no,1.0,jul,tue,6.0,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,0,high.school,"(25, 35]"
36,blue-collar,single,basic.4y,no,no,no,0.0,may,fri,1.0,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191.0,0,basic.4y,"(35, 45]"
35,admin.,single,university.degree,no,yes,no,1.0,jul,fri,2.0,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0,university.degree,"(25, 35]"
42,technician,single,professional.course,no,yes,no,1.0,jul,tue,6.0,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,0,professional.course,"(35, 45]"
45,admin.,married,high.school,no,yes,no,1.0,aug,fri,2.0,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0,high.school,"(35, 45]"
49,blue-collar,married,basic.9y,unknown,yes,no,1.0,nov,wed,1.0,999,1,failure,-0.1,93.2,-42.0,4.12,5195.8,0,basic.9y,"(45, 55]"
26,technician,single,professional.course,no,no,no,0.0,may,thu,1.0,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,0,professional.course,"(25, 35]"
33,management,single,university.degree,no,yes,yes,0.0,may,fri,2.0,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191.0,0,university.degree,"(25, 35]"
38,admin.,married,high.school,no,yes,no,1.0,nov,mon,1.0,999,1,failure,-3.4,92.649,-30.1,0.714,5017.5,0,high.school,"(35, 45]"
33,blue-collar,married,basic.6y,no,no,no,0.0,may,mon,1.0,999,0,nonexistent,-1.8,93.876,-40.0,0.682,5008.7,0,basic.6y,"(25, 35]"
41,technician,married,high.school,no,no,no,0.0,may,tue,1.0,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,high.school,"(35, 45]"
34,technician,single,university.degree,no,yes,no,1.0,aug,tue,3.0,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0,university.degree,"(25, 35]"
49,admin.,unknown,university.degree,no,yes,no,1.0,aug,thu,1.0,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0,university.degree,"(45, 55]"
51,technician,married,professional.course,no,no,yes,0.0,may,thu,1.0,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191.0,0,professional.course,"(45, 55]"
52,blue-collar,married,basic.9y,no,no,no,1.0,aug,tue,3.0,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0,basic.9y,"(45, 55]"
31,unemployed,single,basic.4y,no,yes,no,0.0,nov,fri,6.0,999,0,nonexistent,-0.1,93.2,-42.0,4.021,5195.8,0,basic.4y,"(25, 35]"
39,admin.,single,university.degree,no,no,yes,0.0,may,fri,4.0,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,unknown,"(35, 45]"
47,admin.,married,university.degree,no,yes,yes,1.0,jun,tue,1.0,999,0,nonexistent,-2.9,92.963,-40.8,1.206,5076.2,0,university.degree,"(45, 55]"
26,services,single,basic.9y,no,yes,no,1.0,jul,wed,2.0,999,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1,0,basic.9y,"(25, 35]"
39,technician,single,professional.course,no,no,no,1.0,may,tue,1.0,999,1,failure,-1.8,92.893,-46.2,1.291,5099.1,0,professional.course,"(35, 45]"
32,technician,single,high.school,no,yes,no,0.0,may,wed,1.0,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,high.school,"(25, 35]"
37,blue-collar,married,basic.9y,no,no,no,1.0,may,wed,6.0,999,0,nonexistent,-1.8,92.893,-46.2,1.27,5099.1,0,basic.9y,"(35, 45]"
36,services,married,basic.6y,unknown,yes,no,1.0,may,mon,6.0,999,1,failure,-1.8,92.893,-46.2,1.299,5099.1,0,basic.6y,"(35, 45]"
38,technician,single,university.degree,no,no,no,1.0,nov,tue,1.0,999,1,failure,-0.1,93.2,-42.0,4.153,5195.8,0,university.degree,"(35, 45]"
38,admin.,single,university.degree,no,yes,no,1.0,apr,mon,1.0,999,1,failure,-1.8,93.075,-47.1,1.405,5099.1,0,university.degree,"(35, 45]"
31,services,married,high.school,unknown,no,no,0.0,may,tue,1.0,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,high.school,"(25, 35]"
52,admin.,married,high.school,no,yes,no,1.0,may,mon,1.0,999,0,nonexistent,-1.8,92.893,-46.2,1.244,5099.1,0,high.school,"(45, 55]"
51,entrepreneur,divorced,university.degree,unknown,no,no,0.0,jun,mon,2.0,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0,university.degree,"(45, 55]"
46,services,married,high.school,no,no,no,1.0,jul,thu,1.0,999,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,0,high.school,"(45, 55]"
27,technician,single,professional.course,no,no,no,1.0,may,thu,1.0,999,0,nonexistent,-1.8,92.893,-46.2,1.266,5099.1,0,professional.course,"(25, 35]"
58,technician,divorced,basic.9y,no,no,no,0.0,jun,fri,3.0,999,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,0,basic.9y,"(55, 65]"
39,blue-collar,married,basic.9y,no,no,no,1.0,jul,tue,2.0,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,0,basic.9y,"(35, 45]"
52,technician,married,high.school,no,yes,no,0.0,jun,wed,1.0,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,0,high.school,"(45, 55]"
36,blue-collar,single,basic.9y,no,no,yes,0.0,may,thu,3.0,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,0,basic.9y,"(35, 45]"
36,admin.,divorced,high.school,no,yes,no,1.0,may,tue,5.0,999,0,nonexistent,-1.8,92.893,-46.2,1.344,5099.1,0,high.school,"(35, 45]"
34,technician,single,professional.course,no,no,no,1.0,may,mon,1.0,999,1,failure,-1.8,92.893,-46.2,1.299,5099.1,0,professional.course,"(25, 35]"
32,admin.,married,university.degree,no,yes,yes,1.0,nov,thu,1.0,999,0,nonexistent,-0.1,93.2,-42.0,4.076,5195.8,0,university.degree,"(25, 35]"
48,blue-collar,married,high.school,no,no,no,0.0,may,wed,1.0,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,0,high.school,"(45, 55]"
37,technician,married,university.degree,no,no,no,0.0,may,tue,3.0,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,university.degree,"(35, 45]"
49,admin.,married,high.school,no,no,no,1.0,aug,thu,2.0,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,0,high.school,"(45, 55]"
42,unemployed,married,high.school,unknown,yes,yes,0.0,may,mon,1.0,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,high.school,"(35, 45]"
34,technician,single,professional.course,no,yes,yes,0.0,aug,mon,1.0,999,0,nonexistent,1.4,93.444,-36.1,4.97,5228.1,0,professional.course,"(25, 35]"
52,self-employed,married,university.degree,unknown,yes,yes,0.0,jun,mon,1.0,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0,university.degree,"(45, 55]"
26,technician,single,university.degree,no,yes,no,1.0,may,thu,4.0,2,1,success,-1.8,92.893,-46.2,1.27,5099.1,1,university.degree,"(25, 35]"
44,technician,single,professional.course,no,yes,yes,1.0,jul,thu,1.0,999,0,nonexistent,1.4,93.918,-42.7,4.958,5228.1,0,professional.course,"(35, 45]"
53,blue-collar,married,basic.4y,unknown,yes,yes,0.0,jul,fri,6.0,999,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1,0,basic.4y,"(45, 55]"
32,blue-collar,single,basic.6y,unknown,yes,no,0.0,may,fri,6.0,999,0,nonexistent,-1.8,92.893,-46.2,1.25,5099.1,0,basic.6y,"(25, 35]"
42,management,married,university.degree,unknown,no,no,1.0,apr,fri,2.0,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,0,university.degree,"(35, 45]"
34,admin.,married,high.school,no,no,no,0.0,jun,wed,1.0,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,1,high.school,"(25, 35]"
29,blue-collar,married,professional.course,no,no,no,0.0,may,wed,5.0,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,professional.course,"(25, 35]"
34,management,married,university.degree,no,yes,no,0.0,may,fri,3.0,999,1,failure,-1.8,92.893,-46.2,1.313,5099.1,0,university.degree,"(25, 35]"
52,services,married,high.school,no,yes,no,1.0,may,fri,1.0,999,1,failure,-1.8,92.893,-46.2,1.313,5099.1,0,high.school,"(45, 55]"
39,technician,married,professional.course,no,yes,no,0.0,may,wed,2.0,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191.0,0,professional.course,"(35, 45]"
34,admin.,divorced,professional.course,no,yes,yes,1.0,may,tue,2.0,999,0,nonexistent,-1.8,92.893,-46.2,1.291,5099.1,0,professional.course,"(25, 35]"
41,management,married,university.degree,no,yes,no,1.0,apr,fri,1.0,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,0,university.degree,"(35, 45]"
36,technician,married,university.degree,no,no,no,0.0,may,wed,2.0,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,university.degree,"(35, 45]"
42,services,married,basic.6y,no,no,no,1.0,nov,thu,6.0,999,1,failure,-0.1,93.2,-42.0,4.076,5195.8,0,basic.6y,"(35, 45]"
35,technician,married,professional.course,no,yes,no,1.0,may,fri,5.0,999,0,nonexistent,-1.8,92.893,-46.2,1.313,5099.1,0,professional.course,"(25, 35]"
63,retired,married,professional.course,no,no,no,1.0,dec,mon,1.0,999,1,failure,-3.0,92.713,-33.0,0.706,5023.5,0,professional.course,"(55, 65]"
41,blue-collar,single,basic.9y,unknown,yes,no,1.0,nov,fri,1.0,999,0,nonexistent,-0.1,93.2,-42.0,4.021,5195.8,0,basic.9y,"(35, 45]"
36,blue-collar,married,basic.6y,unknown,yes,no,0.0,jun,wed,1.0,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,0,basic.6y,"(35, 45]"
36,self-employed,divorced,university.degree,no,yes,no,1.0,nov,wed,1.0,999,0,nonexistent,-0.1,93.2,-42.0,4.12,5195.8,0,university.degree,"(35, 45]"
42,blue-collar,married,basic.9y,unknown,yes,no,1.0,jul,wed,6.0,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0,basic.9y,"(35, 45]"
40,services,married,high.school,no,yes,yes,0.0,may,fri,6.0,999,0,nonexistent,1.1,93.994,-36.4,4.864,5191.0,0,high.school,"(35, 45]"
34,technician,married,high.school,no,yes,no,1.0,aug,thu,5.0,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,0,high.school,"(25, 35]"
58,self-employed,married,university.degree,no,yes,no,1.0,may,mon,1.0,999,0,nonexistent,-1.8,92.893,-46.2,1.244,5099.1,0,university.degree,"(55, 65]"
35,blue-collar,married,basic.9y,no,no,yes,1.0,dec,thu,3.0,999,2,failure,-3.0,92.713,-33.0,0.707,5023.5,0,basic.9y,"(25, 35]"
42,blue-collar,married,basic.9y,unknown,no,no,0.0,jun,wed,6.0,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,0,basic.9y,"(35, 45]"
37,admin.,married,university.degree,no,yes,yes,1.0,apr,mon,1.0,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,0,university.degree,"(35, 45]"
32,admin.,married,professional.course,no,no,yes,1.0,oct,tue,1.0,6,1,success,-3.4,92.431,-26.9,0.742,5017.5,1,professional.course,"(25, 35]"
30,technician,married,professional.course,no,yes,no,1.0,jul,mon,6.0,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,0,professional.course,"(25, 35]"
32,technician,single,high.school,no,no,no,1.0,aug,tue,5.0,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0,high.school,"(25, 35]"
33,self-employed,married,university.degree,no,yes,no,1.0,aug,mon,3.0,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0,university.degree,"(25, 35]"
36,technician,married,university.degree,no,yes,yes,1.0,oct,thu,2.0,999,0,nonexistent,-3.4,92.431,-26.9,0.722,5017.5,0,university.degree,"(35, 45]"
53,blue-collar,married,high.school,no,yes,no,1.0,jul,mon,4.0,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0,high.school,"(45, 55]"
56,blue-collar,married,basic.4y,unknown,yes,no,0.0,may,tue,6.0,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,0,basic.4y,"(55, 65]"
35,admin.,married,university.degree,no,yes,no,1.0,oct,thu,1.0,999,1,failure,-3.4,92.431,-26.9,0.74,5017.5,0,university.degree,"(25, 35]"
34,blue-collar,married,basic.6y,no,no,no,0.0,may,tue,1.0,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,0,basic.6y,"(25, 35]"
44,admin.,married,basic.9y,unknown,yes,yes,1.0,aug,thu,6.0,999,0,nonexistent,1.4,93.444,-36.1,4.962,5228.1,1,basic.9y,"(35, 45]"
59,blue-collar,married,basic.9y,unknown,no,no,0.0,jun,wed,1.0,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,0,basic.9y,"(55, 65]"
49,admin.,married,university.degree,no,yes,no,1.0,aug,thu,1.0,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,0,university.degree,"(45, 55]"
34,blue-collar,married,basic.4y,no,no,no,0.0,jun,tue,6.0,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,0,basic.4y,"(25, 35]"
47,housemaid,married,basic.4y,unknown,no,yes,1.0,aug,tue,1.0,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0,basic.4y,"(45, 55]"
31,blue-collar,married,basic.9y,no,yes,no,0.0,may,mon,2.0,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,basic.9y,"(25, 35]"
49,blue-collar,married,basic.4y,unknown,yes,no,0.0,jun,thu,2.0,999,0,nonexistent,1.4,94.465,-41.8,4.866,5228.1,0,basic.4y,"(45, 55]"
41,admin.,divorced,university.degree,no,no,no,0.0,nov,thu,4.0,999,1,failure,-0.1,93.2,-42.0,4.076,5195.8,0,university.degree,"(35, 45]"
31,blue-collar,married,basic.9y,unknown,yes,no,1.0,nov,thu,2.0,999,0,nonexistent,-0.1,93.2,-42.0,4.076,5195.8,0,basic.9y,"(25, 35]"
42,management,married,university.degree,unknown,yes,no,1.0,aug,thu,5.0,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,0,university.degree,"(35, 45]"
50,blue-collar,divorced,basic.4y,no,yes,no,0.0,jun,mon,3.0,999,0,nonexistent,1.4,94.465,-41.8,4.96,5228.1,0,basic.4y,"(45, 55]"
39,technician,married,high.school,no,no,no,1.0,aug,tue,1.0,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,0,high.school,"(35, 45]"
47,technician,divorced,high.school,no,yes,no,1.0,jul,thu,3.0,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0,high.school,"(45, 55]"
37,admin.,married,university.degree,no,no,no,0.0,jun,tue,4.0,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,0,university.degree,"(35, 45]"
52,blue-collar,married,basic.4y,no,no,no,1.0,aug,fri,1.0,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,0,basic.4y,"(45, 55]"
39,technician,single,university.degree,no,yes,no,1.0,may,fri,1.0,999,0,nonexistent,-1.8,92.893,-46.2,1.259,5099.1,0,university.degree,"(35, 45]"
38,housemaid,married,basic.4y,unknown,no,no,1.0,jul,tue,2.0,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,0,basic.4y,"(35, 45]"
29,technician,single,professional.course,no,no,no,1.0,aug,wed,1.0,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,0,professional.course,"(25, 35]"
40,services,married,basic.4y,unknown,yes,no,1.0,may,fri,1.0,999,2,failure,-1.8,92.893,-46.2,1.313,5099.1,0,basic.4y,"(35, 45]"
35,services,single,high.school,no,no,no,1.0,may,thu,1.0,999,1,failure,-1.8,92.893,-46.2,1.327,5099.1,0,high.school,"(25, 35]"
56,retired,married,basic.4y,no,yes,no,1.0,jun,wed,2.0,3,2,success,-1.7,94.055,-39.8,0.767,4991.6,1,basic.4y,"(55, 65]"
46,blue-collar,married,basic.4y,unknown,yes,no,0.0,jun,mon,1.0,999,0,nonexistent,1.4,94.465,-41.8,4.96,5228.1,0,basic.4y,"(45, 55]"
49,entrepreneur,married,high.school,unknown,no,no,0.0,may,wed,6.0,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191.0,0,high.school,"(45, 55]"
56,technician,married,basic.4y,no,yes,no,0.0,may,mon,1.0,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,basic.4y,"(55, 65]"
53,blue-collar,married,basic.6y,no,yes,no,1.0,aug,mon,5.0,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0,basic.6y,"(45, 55]"
39,technician,married,professional.course,no,no,no,1.0,apr,thu,3.0,999,1,failure,-1.8,93.749,-34.6,0.64,5008.7,0,professional.course,"(35, 45]"
37,technician,divorced,professional.course,no,no,no,1.0,aug,tue,1.0,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0,professional.course,"(35, 45]"
29,blue-collar,single,basic.9y,no,no,no,0.0,jun,mon,1.0,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0,basic.9y,"(25, 35]"
35,technician,single,professional.course,no,yes,no,1.0,jul,thu,4.0,999,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,0,professional.course,"(25, 35]"
36,entrepreneur,married,high.school,no,yes,no,0.0,jun,mon,4.0,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0,high.school,"(35, 45]"
30,blue-collar,married,basic.4y,no,no,no,0.0,may,fri,1.0,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191.0,0,basic.4y,"(25, 35]"
28,self-employed,married,professional.course,no,yes,yes,0.0,may,wed,3.0,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,professional.course,"(25, 35]"
45,services,married,basic.6y,no,yes,no,1.0,aug,mon,2.0,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,1,basic.6y,"(35, 45]"
42,entrepreneur,married,basic.4y,no,yes,yes,1.0,nov,wed,4.0,999,0,nonexistent,-0.1,93.2,-42.0,4.12,5195.8,0,basic.4y,"(35, 45]"
28,technician,single,high.school,no,yes,no,1.0,jul,tue,1.0,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,0,high.school,"(25, 35]"
46,blue-collar,married,university.degree,no,yes,yes,0.0,jun,tue,5.0,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0,university.degree,"(45, 55]"
32,admin.,married,university.degree,no,no,no,1.0,jul,thu,2.0,999,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,0,university.degree,"(25, 35]"
35,admin.,single,university.degree,no,yes,no,1.0,jul,fri,1.0,999,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1,0,university.degree,"(25, 35]"
42,admin.,married,university.degree,no,no,no,1.0,may,tue,1.0,999,0,nonexistent,-1.8,92.893,-46.2,1.266,5099.1,0,university.degree,"(35, 45]"
36,admin.,divorced,university.degree,unknown,no,no,0.0,jul,thu,1.0,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0,university.degree,"(35, 45]"
38,admin.,married,high.school,no,yes,no,1.0,jul,mon,2.0,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0,high.school,"(35, 45]"
30,technician,married,basic.9y,no,yes,no,1.0,may,fri,1.0,999,0,nonexistent,-1.8,92.893,-46.2,1.25,5099.1,0,basic.9y,"(25, 35]"
55,admin.,married,high.school,no,yes,no,1.0,jul,mon,3.0,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0,high.school,"(45, 55]"
45,blue-collar,divorced,basic.4y,no,yes,no,0.0,jun,tue,6.0,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0,basic.4y,"(35, 45]"
39,blue-collar,married,basic.9y,unknown,yes,no,0.0,jul,tue,5.0,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,0,unknown,"(35, 45]"
51,admin.,divorced,professional.course,no,no,yes,1.0,aug,tue,1.0,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,0,professional.course,"(45, 55]"
31,blue-collar,single,high.school,no,yes,no,1.0,nov,wed,1.0,999,1,failure,-0.1,93.2,-42.0,4.12,5195.8,0,high.school,"(25, 35]"
41,blue-collar,married,basic.4y,no,yes,yes,0.0,may,tue,1.0,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,basic.4y,"(35, 45]"
36,management,single,high.school,no,no,no,1.0,apr,mon,2.0,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,0,high.school,"(35, 45]"
44,technician,married,professional.course,no,yes,no,0.0,jul,thu,1.0,999,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,0,professional.course,"(35, 45]"
32,technician,single,university.degree,no,yes,no,1.0,apr,tue,3.0,999,0,nonexistent,-1.8,93.075,-47.1,1.453,5099.1,0,university.degree,"(25, 35]"
36,management,married,university.degree,no,yes,no,0.0,may,thu,2.0,999,0,nonexistent,-1.8,92.893,-46.2,1.266,5099.1,0,university.degree,"(35, 45]"
31,blue-collar,married,basic.9y,no,yes,no,1.0,may,tue,6.0,999,0,nonexistent,-1.8,92.893,-46.2,1.291,5099.1,0,basic.9y,"(25, 35]"
40,management,married,university.degree,no,no,no,1.0,aug,tue,6.0,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0,university.degree,"(35, 45]"
39,self-employed,married,university.degree,unknown,yes,no,0.0,jun,tue,5.0,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,0,university.degree,"(35, 45]"
48,admin.,married,basic.9y,unknown,no,yes,0.0,may,mon,1.0,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191.0,0,basic.9y,"(45, 55]"
36,services,single,basic.4y,no,no,no,0.0,may,mon,1.0,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,basic.4y,"(35, 45]"
44,technician,divorced,university.degree,unknown,no,no,1.0,aug,tue,1.0,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,0,university.degree,"(35, 45]"
31,admin.,single,high.school,unknown,yes,no,1.0,jul,wed,1.0,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0,high.school,"(25, 35]"
36,blue-collar,married,basic.9y,no,yes,no,0.0,jun,tue,1.0,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0,basic.9y,"(35, 45]"
63,retired,married,basic.4y,no,no,no,1.0,aug,thu,1.0,999,0,nonexistent,-1.7,94.027,-38.3,0.904,4991.6,0,basic.4y,"(55, 65]"
41,blue-collar,married,basic.6y,no,yes,no,1.0,jul,wed,2.0,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0,basic.6y,"(35, 45]"
50,services,married,basic.9y,unknown,yes,no,1.0,aug,mon,2.0,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0,basic.9y,"(45, 55]"
39,management,married,university.degree,no,no,no,0.0,jun,mon,3.0,999,0,nonexistent,1.4,94.465,-41.8,4.96,5228.1,1,university.degree,"(35, 45]"
58,retired,married,professional.course,no,yes,no,1.0,aug,wed,3.0,999,0,nonexistent,1.4,93.444,-36.1,4.967,5228.1,0,professional.course,"(55, 65]"
47,technician,single,university.degree,no,no,no,1.0,apr,fri,2.0,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,0,university.degree,"(45, 55]"
35,self-employed,married,university.degree,no,no,no,0.0,jul,wed,3.0,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0,university.degree,"(25, 35]"
40,admin.,married,university.degree,no,no,no,0.0,may,fri,1.0,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,0,university.degree,"(35, 45]"
29,self-employed,married,university.degree,no,no,no,1.0,jul,tue,2.0,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0,unknown,"(25, 35]"
48,services,married,high.school,unknown,yes,no,0.0,jun,fri,1.0,999,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,0,high.school,"(45, 55]"
42,admin.,married,professional.course,no,yes,yes,1.0,may,mon,2.0,999,0,nonexistent,-1.8,92.893,-46.2,1.354,5099.1,0,professional.course,"(35, 45]"
38,entrepreneur,divorced,university.degree,unknown,yes,no,0.0,may,fri,2.0,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,university.degree,"(35, 45]"
59,blue-collar,married,basic.4y,no,no,no,1.0,aug,wed,1.0,6,1,success,-1.7,94.027,-38.3,0.9,4991.6,1,unknown,"(55, 65]"
30,blue-collar,married,basic.9y,unknown,no,no,1.0,may,wed,1.0,999,1,failure,-1.8,92.893,-46.2,1.281,5099.1,0,basic.9y,"(25, 35]"
32,blue-collar,married,basic.9y,no,yes,no,1.0,apr,mon,1.0,999,0,nonexistent,-1.8,93.075,-47.1,1.466,5099.1,1,basic.9y,"(25, 35]"
30,unemployed,married,professional.course,no,yes,no,1.0,jun,tue,1.0,999,0,nonexistent,-2.9,92.963,-40.8,1.262,5076.2,0,professional.course,"(25, 35]"
